CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_END_DATE,EMPLOYER_NAME,JOB_TITLE,SOC_NAME,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,WAGE_RATE_OF_PAY_FROM,PREVAILING_WAGE,FULL_TIME_POSITION,PW_UNIT_OF_PAY,PW_SOURCE_YEAR,H1B_DEPENDENT,EMPLOYER_CITY,WORKSITE_CITY,WORKSITE_COUNTY,EMPLOYER_STATE,WORKSITE_STATE,EMPLOYER_LAT,EMPLOYER_LONG,WORKSITE_LAT,WORKSITE_LONG
294,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,NEO PRISM SOLUTIONS LLC,SYSTEM ENGINEER,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,72000,57762,Y,Year,2016,Y,SCHAUMBURG,SCHAUMBURG,COOK,IL,IL,42.051927,-88.04814,42.051927,-88.04814
295,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"MARLABS, INC.",PROGRAMMER/ANALYST,COMPUTER PROGRAMMERS,1,0,1,0,0,0,0,68100,68037,Y,Year,2016,Y,PISCATAWAY,PHILADELPHIA,PHILADELPHIA COUNTY,NJ,PA,40.555355,-74.46094,39.952162,-75.17406
296,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-09-2018,L&T TECHNOLOGY SERVICES LIMITED,INDUSTRIAL DESIGNER,COMMERCIAL AND INDUSTRIAL DESIGNERS,1,0,0,0,0,0,1,60000,43597,Y,Year,2016,Y,EDISON,PINEVILLE,RAPIDES PARISH,NJ,LA,40.516104,-74.39754,31.352105,-92.4006
297,CERTIFIED,27-09-2016,03-10-2016,H-1B,08-03-2020,"PERSISTENT SYSTEMS, INC.",COMPUTER PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,1,0,0,0,0,62754,62754,Y,Year,2016,Y,SANTA CLARA,PLANO,COLLIN,CA,TX,37.39324,-121.96066,33.07707,-96.79859
298,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"TECH MAHINDRA (AMERICAS),INC.",COMPUTER PROGRAMMER,COMPUTER PROGRAMMERS,1,1,0,0,0,0,0,63294,63294,Y,Year,2016,Y,PLANO,DEARBORN,WAYNE,TX,MI,33.03505,-96.80492,42.333787,-83.18179
299,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"TECH MAHINDRA (AMERICAS),INC.",DESIGN ENGINEER,MECHANICAL ENGINEERS,1,1,0,0,0,0,0,65541,65541,Y,Year,2016,Y,PLANO,AKRON,SUMMIT,TX,OH,33.03505,-96.80492,41.046055,-81.49039
300,CERTIFIED,27-09-2016,03-10-2016,H-1B,19-11-2019,"PACIFIC INVESTMENT MANAGEMENT COMPANY, LLC","LEAD, FE SUPPORT (DEVELOPER)","SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,122500,108701,Y,Year,2016,N,NEWPORT BEACH,NEWPORT BEACH,ORANGE COUNTY,CA,CA,33.634821,-117.87453,33.634821,-117.87453
301,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"TECH MAHINDRA (AMERICAS),INC.",PROJECT MANAGER,"COMPUTER OCCUPATIONS, ALL OTHER",1,1,0,0,0,0,0,69056,69056,Y,Year,2016,Y,PLANO,ATLANTA,COBB,TX,GA,33.03505,-96.80492,33.87507,-84.46615
302,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,"OLIVER WYMAN, INC.",KNOWLEDGE MANAGER,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,101500,95000,Y,Year,2016,N,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.759511,-73.99019,40.759511,-73.99019
303,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-10-2019,COLLABORATE SOLUTIONS INC,ETL ARCHITECT,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,69472,66269,Y,Year,2016,Y,SHREWSBURY,SHREWSBURY,WORCESTER,MA,MA,42.286643,-71.72502,42.286643,-71.72502
304,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,SYNTEL INC,PROJECT MANAGER,COMPUTER AND INFORMATION SYSTEMS MANAGERS,1,0,1,0,0,0,0,95000,85654,Y,Year,2016,Y,TROY,PHOENIX,MARICOPA,MI,AZ,42.556943,-83.11506,33.683603,-111.99271
305,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,"TECH MAHINDRA (AMERICAS),INC.",TECHNICAL CONSULTANT,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,93205,93205,Y,Year,2016,Y,PLANO,RANCHO CORDOVA,SACRAMENTO,TX,CA,33.03505,-96.80492,38.605355,-121.28247
306,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,SYNTEL CONSULTING INC.,PROJECT MANAGER,COMPUTER AND INFORMATION SYSTEMS MANAGERS,1,0,0,0,0,0,1,85904,85654,Y,Year,2016,Y,TROY,PHOENIX,MARICOPA,MI,AZ,42.556943,-83.11506,33.683603,-111.99271
307,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,SYNTEL CONSULTING INC.,PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,1,0,0,0,0,62899,62587,Y,Year,2016,Y,TROY,PORTLAND,MULTNOMAH,MI,OR,42.556943,-83.11506,45.534839,-122.7095
308,CERTIFIED,27-09-2016,03-10-2016,H-1B,29-09-2019,"ITRACE FOUNDATION, INC.",PHYSICAL THERAPIST,PHYSICAL THERAPISTS,1,0,0,0,0,0,1,29,28.69,Y,Hour,2016,Y,PLANTATION,MILFORD,SUSSEX,FL,DE,26.110631,-80.27469,38.922806,-75.41449
309,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,SYNTEL CONSULTING INC.,PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,61000,55661,Y,Year,2016,Y,TROY,PHOENIX,MARICOPA,MI,AZ,42.556943,-83.11506,33.683603,-111.99271
310,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,SYNTEL CONSULTING INC.,PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,67000,63710,Y,Year,2016,Y,TROY,NORTH QUINCY,NORFOLK,MI,MA,42.556943,-83.11506,42.284498,-71.02316
311,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,SYNTEL CONSULTING INC.,PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,65000,63710,Y,Year,2016,Y,TROY,BOSTON,SUFFOLK,MI,MA,42.556943,-83.11506,42.349838,-71.06101
312,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,SYNTEL CONSULTING INC.,PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,62754,62754,Y,Year,2016,Y,TROY,PLANO,COLLIN,MI,TX,42.556943,-83.11506,33.07707,-96.79859
313,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-10-2019,"A2Z DEVELOPMENT CENTER, INC.",SOFTWARE DEVELOPMENT ENGINEER II,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,155000,124675,Y,Year,2016,N,SEATTLE,SUNNYVALE,SANTA CLARA,WA,CA,47.61487,-122.34578,37.406289,-122.00838
314,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,"NTT DATA, INC.",SOFTWARE QUALITY ASSURANCE ENGINEER AND TESTER,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,1,0,72197,72197,Y,Year,2016,N,BOSTON,PEORIA,PEORIA,MA,IL,42.378619,-71.06495,40.764368,-89.6448
315,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,DELOITTE CONSULTING LLP,SENIOR CONSULTANT,COMPUTER SYSTEMS ANALYSTS,15,0,0,0,0,0,15,83000,74963,Y,Year,2016,N,PHILADELPHIA,PHILADELPHIA,PHILADELPHIA,PA,PA,39.952162,-75.17406,39.952162,-75.17406
316,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,DELOITTE CONSULTING LLP,SENIOR CONSULTANT,COMPUTER SYSTEMS ANALYSTS,15,0,0,0,0,0,15,86000,74963,Y,Year,2016,N,PHILADELPHIA,PHILADELPHIA,PHILADELPHIA,PA,PA,39.952162,-75.17406,39.952162,-75.17406
317,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,DELOITTE TAX LLP,TAX SENIOR,ACCOUNTANTS AND AUDITORS,15,0,0,0,0,0,15,66000,57574,Y,Year,2016,N,PHILADELPHIA,CHICAGO,COOK,PA,IL,39.952162,-75.17406,41.882582,-87.6376
318,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,TEXAS A&M HEALTH SCIENCE CENTER,RESEARCH ASSOCIATE,BIOLOGICAL TECHNICIANS,1,1,0,0,0,0,0,43000,32677,Y,Year,2016,N,COLLEGE STATION,DALLAS,DALLAS,TX,UT,30.65212,-96.341012,32.791878,-96.77365
319,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY",SENIOR COMPUTER PROGRAMMER,COMPUTER PROGRAMMERS,6,1,1,1,1,1,1,69618,69618,Y,Year,2016,Y,MOON TOWNSHIP,STRONGSVILLE,CUYAHOGA,PA,OH,40.500665,-80.18464,41.312752,-81.83197
320,CERTIFIED,27-09-2016,03-10-2016,H-1B,23-07-2019,"VEROTECH SOLUTIONS,LLC",VALIDATION ENGINEER,"ENGINEERS, ALL OTHER",1,0,0,0,0,0,1,31,27.38,Y,Hour,2016,Y,TAMARAC,ANN ARBOR,WASHTENAW,FL,MI,26.211122,-80.2631,42.280887,-83.79147
321,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,NATSOFT CORPORATION,COMPUTER PROGRAMMER,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,68000,67018,Y,Year,2016,Y,SOMERSET,SCOTTSDALE,MARICOPA,NJ,AZ,40.505253,-74.50723,33.606004,-111.88699
322,CERTIFIED,27-09-2016,03-10-2016,H-1B1 Chile,01-11-2019,AMAZON CORPORATE LLC,SOFTWARE DEVELOPMENT MANAGER,COMPUTER AND INFORMATION SYSTEMS MANAGERS,1,1,0,0,0,0,0,145000,129064,Y,Year,2016,U,SEATTLE,SEATTLE,KING,WA,WA,47.61487,-122.34578,47.630648,-122.34675
323,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-01-2020,CIGNA HEALTH AND LIFE INSURANCE COMPANY,APPLICATION DEVELOPMENT SENIOR SPECIALIST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,114688.53,97822,Y,Year,2016,N,PHILADELPHIA,NASHVILLE,DAVIDSON,PA,TN,39.951112,-75.167622,36.190205,-86.80078
324,CERTIFIED,27-09-2016,03-10-2016,H-1B,20-09-2019,"V-SOFT CONSULTING GROUP, INC",PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,53000,52229,Y,Year,2016,Y,LOUISVILLE,SUNNYVALE,SANTA CLARA COUNTY,KY,CA,38.26507,-85.61319,37.38894,-122.017956
325,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-03-2020,UNITED STATES INSTITUTE OF PEACE,PROGRAM OFFICER,SOCIAL SCIENCE RESEARCH ASSISTANTS,1,0,1,0,0,0,0,77490,56971,Y,Year,2016,N,WASHINGTON,WASHINGTON,WASHINGTON,DC,DC,38.900394,-77.05126,38.900394,-77.05126
326,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-09-2017,"V-SOFT CONSULTING GROUP, INC",PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,1,0,0,0,0,57000,56285,Y,Year,2016,Y,LOUISVILLE,MINNEAPOLIS,HENNEPIN COUNTY,KY,MN,38.26507,-85.61319,45.015914,-93.47188
327,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-10-2019,"TEVA PHARMACEUTICALS USA, INC.",ORACLE APPLICATION DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",3,0,1,1,0,1,0,101000,100568,Y,Year,2016,N,NORTH WALES,NORTH WALES,MONTGOMERY,PA,PA,40.223524,-75.24731,40.223524,-75.24731
328,CERTIFIED,27-09-2016,03-10-2016,H-1B1 Singapore,17-10-2017,GIC ASSET MANAGEMENT PTE LTD,VICE PRESIDENT - PORTFOLIO MANAGER OF EXTERNAL MANAGERS DEPT,FINANCIAL MANAGERS,1,0,1,0,0,0,0,150000,146058,Y,Year,2016,U,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.752159,-73.97231,40.752159,-73.97231
329,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,NATSOFT CORPORATION,COMPUTER PROGRAMMER,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,73000,72654,Y,Year,2016,Y,SOMERSET,CHARLOTTE,MECKLENBURG,NJ,NC,40.505253,-74.50723,35.227192,-80.84419
330,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,DELOITTE CONSULTING LLP,SENIOR CONSULTANT,COMPUTER SYSTEMS ANALYSTS,15,0,0,0,0,0,15,83000,74963,Y,Year,2016,N,PHILADELPHIA,PHILADELPHIA,PHILADELPHIA,PA,PA,39.952162,-75.17406,39.952162,-75.17406
331,CERTIFIED,27-09-2016,03-10-2016,H-1B,17-09-2019,"CANBERRA INDUSTRIES, INC.",FINANCIAL ANALYST II,FINANCIAL ANALYSTS,1,0,1,0,0,0,0,68307,64605,Y,Year,2016,N,MERIDEN,MERIDEN,NEW HAVEN,CT,CT,41.532048,-72.78145,41.532048,-72.78145
332,CERTIFIED,27-09-2016,03-10-2016,H-1B,25-09-2019,BENALI BUSINESS SOLUTIONS LLC,QUALITY ASSURANCE ANALYST,COMPUTER PROGRAMMERS,1,1,0,0,0,0,0,64000,52229,Y,Year,2016,N,HOUSTON,MILPITAS,SANTA CLARA,TX,CA,29.70053,-95.53514,37.436451,-121.89438
333,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-10-2019,LINKEDIN CORPORATION,SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,0,0,0,1,0,122533,122533,Y,Year,2016,N,MOUNTAIN VIEW,MOUNTAIN VIEW,SANTA CLARA,CA,CA,37.40679,-122.07461,37.40679,-122.07461
334,CERTIFIED,27-09-2016,03-10-2016,H-1B,08-09-2019,TECHNO ROCKET SYSTEMS,DATA ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,70000,68827,Y,Year,2016,N,MCKINNEY,DALLAS,DALLAS,TX,TX,33.212203,-96.67522,32.787629,-96.79941
335,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,TECH MAHINDRA (AMERICAS) INC.,COMPUTER PROGRAMMER,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,83484,78478,Y,Year,2016,Y,PLANO,CINCINNATI,HAMILTON,TX,OH,33.03505,-96.80492,39.10441,-84.50774
336,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-10-2019,ZENSAR TECHNOLOGIES INC.,DATABASE ADMINISTRATOR,DATABASE ADMINISTRATORS,3,0,3,0,0,0,0,77376,77376,Y,Year,2016,Y,OAK BROOK,SANTA MONICA,LOS ANGELES,IL,CA,41.837716,-87.96041,34.026959,-118.47432
337,CERTIFIED,27-09-2016,03-10-2016,H-1B,18-09-2019,"IT CATS, LLC",SENIOR SOLUTION ARCHITECT,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,115000,111322,Y,Year,2015,Y,SAYREVILLE,MIRAMAR,BROWARD COUNTY,NJ,FL,40.461605,-74.3474,25.981409,-80.34491
338,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,DELOITTE CONSULTING LLP,SENIOR CONSULTANT,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15,0,0,0,0,0,15,104000,76315,Y,Year,2016,N,PHILADELPHIA,SPRINGFIELD,SANGAMON,PA,IL,39.952162,-75.17406,39.819,-89.64379
339,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-03-2018,"QUESTPAY, INC",SYSTEMS ENGINEER,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,67000,66518,Y,Year,2016,Y,METUCHEN,SAN JOSE,SANTA CLARA,NJ,CA,40.543354,-74.3587,37.333941,-121.89154
340,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-10-2019,"NORDSTROM, INC.",PRODUCT OWNER,ARCHITECTURAL AND ENGINEERING MANAGERS,1,0,0,0,0,1,0,140000,129688,Y,Year,2016,N,SEATTLE,SEATTLE,KING,WA,WA,47.61067,-122.33438,47.61067,-122.33438
341,CERTIFIED,27-09-2016,03-10-2016,H-1B,15-09-2019,"WOODLANDS IN LA, INC.",MANAGER,FOOD SERVICE MANAGERS,1,0,1,0,0,0,0,38000,32760,Y,Year,2014,N,CHATSWORTH,CHATSWORTH,LOS ANGELES,CA,CA,34.259052,-118.59426,34.259052,-118.59426
342,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,CAPGEMINI AMERICA INC,PROJECT MANAGER 3,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,90400,90376,Y,Year,2016,Y,CHICAGO,FRANKLIN LAKES,BERGEN,IL,NJ,41.882582,-87.6376,41.010433,-74.20847
343,CERTIFIED,27-09-2016,03-10-2016,E-3 Australian,06-09-2018,WIPRO LIMITED,LEAD ENGINEER,"COMPUTER OCCUPATIONS, ALL OTHER",1,1,0,0,0,0,0,60000,60000,Y,Year,2016,U,EAST BRUNSWICK,BENTONVILLE,BENTON,NJ,AR,40.434239,-74.40504,36.362525,-94.23308
344,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-01-2020,"CASTLIGHT HEALTH, INC.",LEAD ENGINEER (DATA SCIENTIST),"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,1,0,0,0,0,170872,147846,Y,Year,2016,N,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,CA,CA,37.789228,-122.3957,37.789228,-122.3957
345,CERTIFIED,27-09-2016,03-10-2016,H-1B,13-10-2019,PURESOFTWARE CORP,COMPUTER SYSTEMS ENGINEERS/ARCHITECTS,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,1,0,82000,78811,Y,Year,2016,N,NEW YORK,LAS VEGAS,CLARK,NY,NV,40.752159,-73.97231,36.131341,-115.32331
346,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-11-2019,"WESTERN DIGITAL TECHNOLOGIES, INC.",SENIOR MANAGER PRODUCT ENGINEERING,ELECTRICAL ENGINEERS,1,0,0,1,0,0,0,163380,154606,Y,Year,2016,N,IRVINE,MILPITAS,SANTA CLARA,CA,CA,33.650813,-117.81771,37.436451,-121.89438
347,CERTIFIED,27-09-2016,03-10-2016,H-1B,29-01-2020,ICERTIS INC.,BUSINESS ANALYST-CONTRACT MANAGEMENT LIFE CYCLE,COMPUTER SYSTEMS ANALYSTS,1,0,1,0,0,0,0,120000,115773,Y,Year,2016,N,BELLEVUE,BELLEVUE,KING,WA,WA,47.610935,-122.14104,47.610935,-122.14104
348,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"APEX TECHNOLOGY GROUP, INC.",PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,60000,48069,Y,Year,2016,Y,EDISON,JACKSONVILLE,DUVAL,NJ,FL,40.516104,-74.39754,30.328539,-81.65101
349,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"UBER TECHNOLOGIES, INC.",DATA SCIENCE MANAGER,OPERATIONS RESEARCH ANALYSTS,1,0,0,0,0,1,0,135000,119642,Y,Year,2016,N,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO,CA,CA,37.772329,-122.41087,37.772329,-122.41087
350,CERTIFIED,27-09-2016,03-10-2016,E-3 Australian,09-10-2018,AMAZON CORPORATE LLC,"DIRECTOR, SOFTWARE DEVELOPMENT",COMPUTER AND INFORMATION SYSTEMS MANAGERS,1,1,0,0,0,0,0,155000,153213,Y,Year,2016,U,SEATTLE,SEATTLE,KING,WA,WA,47.61487,-122.34578,47.61067,-122.33438
351,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-12-2019,MEMORIAL SLOAN-KETTERING CANCER CENTER,SENIOR RESEARCH TECHNICIAN,BIOCHEMISTS AND BIOPHYSICISTS,1,0,1,0,0,0,0,51397,44720,Y,Year,2016,N,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.752159,-73.97231,40.76,-73.96
352,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"APEX TECHNOLOGY GROUP, INC.",PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,60000,48069,Y,Year,2016,Y,EDISON,JACKSONVILLE,DUVAL,NJ,FL,40.516104,-74.39754,30.328539,-81.65101
353,CERTIFIED,27-09-2016,03-10-2016,H-1B,22-08-2019,"ITFACE, INC.",SAILPOINT DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,77000,68827,Y,Year,2016,N,IRVING,IRVING,DALLAS,TX,TX,32.872386,-96.98524,32.872386,-96.98524
354,CERTIFIED,27-09-2016,03-10-2016,H-1B,14-12-2017,THE JOHNS HOPKINS UNIVERSITY,ASSISTANT RESEARCH SCIENTIST,BIOMEDICAL ENGINEERS,1,0,0,1,0,0,0,65000,55973,Y,Year,2016,N,BALTIMORE,BALTIMORE,BALTIMORE CITY,MD,MD,39.301157,-76.57478,39.325956,-76.60602
355,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"IKON TECH SERVICES, LLC",SYSTEMS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,70000,63274,Y,Year,2016,N,HOUSTON,HOUSTON,HARRIS,TX,TX,29.70053,-95.53514,29.70053,-95.53514
356,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"IKON TECH SERVICES, LLC",PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,70000,63274,Y,Year,2016,N,HOUSTON,HOUSTON,HARRIS,TX,TX,29.70053,-95.53514,29.70053,-95.53514
357,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY",SENIOR COMPUTER PROGRAMMER,COMPUTER PROGRAMMERS,6,1,1,1,1,1,1,73466,73466,Y,Year,2016,Y,MOON TOWNSHIP,COLUMBUS,FRANKLIN,PA,OH,40.500665,-80.18464,39.965131,-83.00431
358,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,NORTH POINT IT CORP.,DATABASE ADMINISTRATOR,DATABASE ADMINISTRATORS,1,0,0,0,0,1,0,75000,50086,Y,Year,2016,Y,SOUTHLAKE,SOUTHLAKE,TARRANT,TX,TX,32.946678,-97.14523,32.946678,-97.14523
359,CERTIFIED,27-09-2016,03-10-2016,H-1B,13-08-2017,"V-SOFT CONSULTING GROUP, INC",PROGRAMMER ANALYS,COMPUTER PROGRAMMERS,1,0,0,0,0,0,1,100000,95701,Y,Year,2016,Y,LOUISVILLE,JERSEY CITY,HUDSON COUNTY,KY,NJ,38.26507,-85.61319,40.731901,-74.0402
360,CERTIFIED,27-09-2016,03-10-2016,H-1B,10-10-2019,DISCOVER PRODUCTS INC.,CONSULTANT DIGITAL,STATISTICIANS,1,0,0,0,0,1,0,66643,66643,Y,Year,2016,N,RIVERWOODS,RIVERWOODS,LAKE,IL,IL,42.169325,-87.86556,42.169325,-87.86556
361,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-10-2019,"AWAKE NETWORKS, INC",SENIOR SOFTWARE ENGINEER IN TEST,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,0,0,0,1,0,142938,142938,Y,Year,2016,N,MOUNTAIN VIEW,MOUNTAIN VIEW,SANTA CLARA,CA,CA,37.38949,-122.07846,37.38949,-122.07846
362,CERTIFIED,27-09-2016,03-10-2016,H-1B,20-12-2019,"V-SOFT CONSULTING GROUP, INC",TERADATA DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,72000,62067,Y,Year,2016,Y,LOUISVILLE,LAFAYETTE,LAFAYETTE PARISH,KY,LA,38.26507,-85.61319,30.211901,-92.05912
363,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"ZSCALER, INC.",SOFTWARE ENGINEER UI,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,115000,102149,Y,Year,2016,N,SAN JOSE,SAN JOSE,SANTA CLARA,CA,CA,37.412539,-121.94461,37.412539,-121.94461
364,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-10-2019,THE SIGNAL LP,BUSINESS SYSTEM ANALYST IV,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,110000,107973,Y,Year,2016,N,ATLANTA,ATLANTA,COBB COUNTY,GA,GA,33.87507,-84.46615,33.87507,-84.46615
365,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-01-2020,"PLEXXI, INC.",SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,1,0,0,0,0,129250,126734,Y,Year,2016,N,NASHUA,NASHUA,HILLSBOROUGH,NH,NH,42.724822,-71.49238,42.724822,-71.49238
366,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,"RELIABLE SOFTWARE RESOURCES, INC.",PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,1,1,0,0,0,0,0,60000,53206,Y,Year,2016,Y,NORTHVILLE,AUSTIN,TRAVIS,MI,TX,42.425506,-83.48945,30.374654,-97.67621
367,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"SAIPSIT, INC.",SYSTEMS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,0,1,72000,63274,Y,Year,2016,Y,HOUSTON,HOUSTON,HARRIS,TX,TX,29.668489,-95.5869,29.668489,-95.5869
368,CERTIFIED,27-09-2016,03-10-2016,H-1B,13-02-2020,SBP CONSULTING INC.,ERP SYSTEMS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,1,0,0,0,0,90000,86486,Y,Year,2016,Y,MOLINE,MOLINE,ROCK ISLAND,IL,IL,41.490333,-90.50006,41.490333,-90.50006
369,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,"DANTA TECHNOLOGIES, INC.",SOFTWARE TEST ENGINEER,"COMPUTER OCCUPATIONS, ALL OTHER",1,0,0,0,0,0,1,83200,66518,Y,Year,2016,N,SAN MARCOS,MOUNTAIN VIEW,SANTA CLARA,CA,CA,33.122029,-117.15605,37.40679,-122.07461
370,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-10-2019,HONEYWELL INTERNATIONAL INC.,HOS SITE LEAD,INDUSTRIAL ENGINEERS,1,0,1,0,0,0,0,77642,67850,Y,Year,2016,N,ROCKY MOUNT,ROCK ISLAND,ROCK ISLAND,NC,IL,35.973773,-77.82694,41.4903,-90.56956
